articleSourceId,sourceUrl,title,englishAbstract,spanishAbstract,portugueseAbstract,owner,pais,producto,dateOfHit
mdl-39287534,https://pesquisa.bvsalud.org/portal/resource/es/mdl-39287534,PROSPECTIVE TRIAL OF HOME OPTICAL COHERENCE TOMOGRAPHY-GUIDED MANAGEMENT OF TREATMENT EXPERIENCED NEOVASCULAR AGE-RELATED MACULAR DEGENERATION PATIENTS.,"PURPOSE: To evaluate the impact of home optical coherence tomography (OCT)-guided patient management on treatment burden and visual outcomes. METHODS: An interventional trial was conducted to compare frequency of treatment and visual acuity for the neovascular age-related macular degeneration patients before and during use of home optical coherence tomography over a period of 6 months. Patient adherence to regular scanning was measured by the number of scans performed per week. The characteristics of episodes of fluid recurrence and classification of typical fluid volume trajectories were performed. RESULTS: Twenty-seven eyes (21 with diagnosis of neovascular age-related macular degeneration and one converted during the study), of 15 patients were monitored for 6 months, scanning at 6.2 times/week per eye and yielding 4,435 scans of which 91.2% were eligible for artificial intelligence-based fluid volume quantification. Total number of monitoring weeks before and during the study were 1,555 and 509. The mean (SD) number of weeks per injection before and during home OCT management were 8.0 (4.7) and 15.3 (8.5) (P = 0.004), respectively. The mean (SD) visual acuity change before and during home OCT-based management was 3.5 (12.0) letters and 0.0 (9.5) letters (P = 0.45), respectively, showing no significant impact on visual acuity. CONCLUSION: For the first time, remote patient monitoring with a home OCT allowed personalized management of neovascular age-related macular degeneration. This study showed significant reduction in treatment burden while maintaining stable visual acuity.","","",ELEA,Argentina,BEVAX,2024-09-02
mdl-39273237,https://pesquisa.bvsalud.org/portal/resource/es/mdl-39273237,Phase I-IV Drug Trials on Hepatocellular Carcinoma in Asian Populations: A Systematic Review of Ten Years of Studies.,"Despite advances in the treatment of hepatocellular carcinoma (HCC) over the last few decades, treatment opportunities for patients with HCC remain limited. HCC is the most common form of liver cancer, accounting for approximately 90% of all cases worldwide. Moreover, apart from the current pharmacological interventions, hepatic resection and liver transplantation are the mainstay curative approaches for patients with HCC. This systematic review included phase I, II, III, and IV clinical trials (CTs) and randomized controlled trials (RCTs) on current treatments for patients with HCC in Asian populations (2013-2023). A total of 427 articles were screened, and 184 non-duplicate publications were identified. After screening the titles and abstracts, 96 publications were excluded, and another 28 were excluded after full-text screening. The remaining 60 eligible RCTs/CTs were finally included. A total of 60 clinical trials fulfilled our inclusion criteria with 36 drugs used as monotherapy or combination therapy for HCC. Most studies used sorafenib alone or in combination with any of the treatment regimens. Lenvatinib or atezolizumab with bevacizumab was used for HCC after initial sorafenib treatment. Eighteen studies compared the efficacy of sorafenib with that of other drugs, including lenvatinib, cabozantinib, tepotinib, tigatuzumab, linifanib, erlotinib, resminostat, brivanib, tislelizumab, selumetinib, and refametinib. This study provides comprehensive insights into effective treatment interventions for HCC in Asian populations. The overall assessment indicates that sorafenib, used alone or in combination with atezolizumab and bevacizumab, has been the first treatment choice in the past decade to achieve better outcomes in patients with HCC in Asian populations.","","",ELEA,Argentina,BEVAX,2024-09-02
mdl-39274206,https://pesquisa.bvsalud.org/portal/resource/es/mdl-39274206,The Impact of Infections in Patients Treated with Atezolizumab Plus Bevacizumab for Unresectable Hepatocellular Carcinoma.,"Background: The therapeutic landscape of unresectable hepatocellular carcinoma (uHCC) continues to evolve. Atezolizumab, an anti-programmed cell death ligand 1 (PD-1) immune checkpoint inhibitor (ICI), in combination with bevacizumab, has substantially improved outcomes. This study aims to evaluate the incidence, risk factors, and outcomes in patients who develop infections while receiving atezolizumab and bevacizumab for uHCC. Methods: Patients who received atezolizumab and bevacizumab for uHCC at a single hospital network were included. Types and rates of infections were reported. Covariates compared among infected and non-infected cohorts included age, sex, race, comorbidities, Eastern Cooperative Oncology Group (ECOG) performance status, immunosuppressive use, chronic infections, number of cycles of ICIs given, antibiotic or antiviral therapies at ICI initiation, and line of therapy (first-line, second-line, greater than second-line). Results: Out of 810 evaluable patients, 34 uHCC patients were treated with atezolizumab plus bevacizumab. The mean ± SD age was 66.29 ± 9.39; 28 (82.35%) were males. There were 17 (50%) patients with reported infection, with bacterial infection occurring in 12 (70.59%) patients and COVID-19 in 4 (23.5%). Of the infected patients, eight (47.06%) had one infection, five (29.41%) had two infections, and two (11.76%) had three or more infections. Infected and non-infected patients received a median of 12 (IQR: 5-17) and 4 (IQR: 3-12) ICI cycles (p = 0.18), respectively. Infections did not negatively impact OS or PFS but resulted in treatment delays and discontinuation in 11 (64.71%) and 7 (41.18%) patients, respectively. At the last follow-up, 19 (55.88%) patients died, 9 (52.94%) in the non-infected group vs. 10 (58.82%) in the infected group (p = 1.0). Conclusions: While a broad array of infections occurred in 50% of the patients in this cohort, it did not negatively impact survival outcomes. However, it did impact morbidity, with more all-cause admissions and treatment delays.","","",ELEA,Argentina,BEVAX,2024-09-02
mdl-39308833,https://pesquisa.bvsalud.org/portal/resource/es/mdl-39308833,"Comparative Volumetric Analyses Following Bevacizumab Therapy for a Patient With Concomitant Glioblastoma, Meningioma, and Dural Arteriovenous Fistula: A Case Report and Review of Literature.","Given that glioblastoma (GBM), meningioma (Mg), and dural arteriovenous fistula (dAVF) represent angiogenic diseases mainly caused by vascular endothelial growth factor (VEGF), bevacizumab (Bev) is expected to be effective against these diseases. We report a patient with concomitant GBM, Mg, and dAVF who was treated with neoadjuvant Bev, resulting in a reduction in the volume of GBM along with an improvement of clinical symptoms. An 85-year-old male presented with aphasia, gait disturbance, and dementia. Magnetic resonance imaging (MRI) showed a ring-enhanced intra-axial tumor with perifocal edema in the left temporal lobe, a dura-attached extra-axial tumor at the left sphenoid ridge, and dAVF at the left transverse-sigmoid sinus. Due to the age of the patient and low Karnofsky Performance Status (KPS) score, pharmacotherapy with a single dose of Bev was chosen over surgical resection. Three days after the Bev administration, aphasia and gait disturbance had dramatically improved. Volume reduction rates at one and five months after three administrations of Bev were 0.34% and 95.9% for GBM and 13.7% and 6.8% for meningioma, respectively. No significant change in dAVF was seen on digital subtraction angiography (DSA) during Bev therapy. VEGF concentration in GBM is known to be the highest among all types of brain tumors, including meningioma. VEGF might not play a pivotal role in the pathogenesis of dAVF. Based on this evidence from the present rare case with concomitant GBM, meningioma, and dAVF, responsiveness to Bev might depend on the level of VEGF expression.","","",ELEA,Argentina,BEVAX,2024-09-02
mdl-39285933,https://pesquisa.bvsalud.org/portal/resource/es/mdl-39285933,Collagen VI deposition primes the glioblastoma microenvironment for invasion through mechanostimulation of ß-catenin signaling.,"While glioblastoma (GBM) progression is associated with extensive extracellular matrix (ECM) secretion, the causal contributions of ECM secretion to invasion remain unclear. Here we investigate these contributions by combining engineered materials, proteomics, analysis of patient data, and a model of bevacizumab-resistant GBM. We find that GBM cells cultured in engineered 3D hyaluronic acid hydrogels secrete ECM prior to invasion, particularly in the absence of exogenous ECM ligands. Proteomic measurements reveal extensive secretion of collagen VI, and collagen VI-associated transcripts are correspondingly enriched in microvascular proliferation regions of human GBMs. We further show that bevacizumab-resistant GBM cells deposit more collagen VI than their responsive counterparts, which is associated with marked cell-ECM stiffening. COL6A3 deletion in GBM cells reduces invasion, ß-catenin signaling, and expression of mesenchymal markers, and these effects are amplified in hypoxia. Our studies strongly implicate GBM cell-derived collagen VI in microenvironmental remodeling to facilitate invasion.","","",ELEA,Argentina,BEVAX,2024-09-02
mdl-39294229,https://pesquisa.bvsalud.org/portal/resource/es/mdl-39294229,Infographic: ranibizumab or bevacizumab treat & extend for neovascular age-related macular degeneration (AMD): LUCAS trial.,"","","",ELEA,Argentina,BEVAX,2024-09-02
mdl-39296920,https://pesquisa.bvsalud.org/portal/resource/es/mdl-39296920,"Perspectives on the clinical use of anti-amyloid therapy for the treatment of Alzheimer's disease: Insights from the fields of cancer, rheumatology, and neurology.","Introduction: The advent of disease-modifying therapies for Alzheimer's disease (AD) has raised many questions and debates in the field as to the clinical benefits, risks, and costs of such therapies. The controversies have resulted in the perception that many clinicians are apprehensive about prescribing these medications to their patient populations. There also remains widespread uncertainty as to the economic impact, cost benefit ratio, and safety oversight for use of these medications in standard clinical care settings. Methods: To contextualize such issues, the present study compared anti-amyloid biologic therapy (lecanemab) to four commonly used biologic agents in other fields, including trastuzumab for breast cancer, bevacizumab for lung cancer, etanercept for rheumatoid arthritis, and ocrelizumab for multiple sclerosis. Results: The data presented demonstrate comparable costs, clinical benefits, and risks for these biologic agents in their disparate disease states. Discussion: These results provide context for the costs, clinical benefits, and safety regarding the mainstream use of anti-amyloid biologic agents for the prevention of cognitive loss. While the era of disease-modifying therapies for AD is now in its infancy, there is an expectation that these discoveries will be followed by improved therapies and combination treatments leading to greater efficacy in ameliorating the clinical trajectory of AD. Highlights: Anti-amyloid therapy costs are comparable to other commonly used biologics.Anti-amyloid therapy efficacy is comparable to other commonly used biologics.Anti-amyloid therapy safety is compatible with other commonly used biologics.","","",ELEA,Argentina,BEVAX,2024-09-02
mdl-39244209,https://pesquisa.bvsalud.org/portal/resource/es/mdl-39244209,Characteristics and real-world outcomes of patients with epithelial ovarian cancer who received niraparib plus bevacizumab first-line maintenance therapy in the COMB1NE study.,"OBJECTIVE: In the phase 2 OVARIO trial (NCT03326193) investigating niraparib-bevacizumab first-line maintenance, median progression-free survival was 14.2 months (95% confidence interval (CI) 8.6 to 16.8) for patients with homologous recombination (HR)-proficient (HRp) epithelial ovarian cancer, and 12.1 months (95% CI8.0-not evaluated) for patients with undefined HR status. However, real-world data are limited for patients who receive niraparib-bevacizumab first-line maintenance therapy. The COMB1NE study describes real-world clinical outcomes (time to treatment discontinuation; time to next treatment) in patients with epithelial ovarian cancer who received niraparib-bevacizumab first-line maintenance, regardless of first-line bevacizumab use. METHODS: This real-world, retrospective study used a US nationwide electronic health record-derived deidentified database. Eligible patients were 18 years or older at initial epithelial ovarian cancer diagnosis and initiated niraparib-bevacizumab first-line maintenance (January 1, 2017-September 2, 2022) following first-line treatment. The index date was the start of first-line maintenance. Patients were followed until death, last clinical activity, or end of study, whichever occurred first. Time to treatment discontinuation and time to next treatment, a proxy for real-world progression-free survival, were estimated using the Kaplan-Meier method. RESULTS: Among 59 included patients, the median age was 67 years (interquartile range (IQR) 61-76), and 81.4% had stage III/IV epithelial ovarian cancer at diagnosis. Overall, 83.1% of patients had BRCA wild-type with either HRp or HR status unknown disease. Median time to treatment discontinuation of first-line maintenance was 11.8 months (95% CI 8.7 to 13.5). Median time to next treatment was 14.1 months (95% CI 11.3 to 16.6). At 6 months after index, 77.9% of patients had not initiated second-line treatment; at 12 months, 61.3% had not. CONCLUSION: In this real-world study of patients receiving niraparib-bevacizumab first-line maintenance, the majority of whom had HRp/HR status unknown, the median time to next treatment was consistent with observed progression-free survival in patients with similar HR status in the OVARIO study.","","",ELEA,Argentina,BEVAX,2024-09-02
mdl-39261056,https://pesquisa.bvsalud.org/portal/resource/es/mdl-39261056,[A case of secondary immune thrombocytopenia induced by atezolizumab plus bevacizumab therapy for hepatocellular carcinoma resulting in death from intracranial hemorrhage].,"","","",ELEA,Argentina,BEVAX,2024-09-02
mdl-39268278,https://pesquisa.bvsalud.org/portal/resource/es/mdl-39268278,Factors Affecting Compliance and Visual Outcomes in Patients Receiving Intravitreal Bevacizumab Injections.,"Background Vascular endothelial growth factor (VEGF) is a powerful mitogen for endothelial cells that promotes migration, proliferation, and tube formation necessary for the angiogenic development of new blood vessels. When VEGF increases significantly, it causes pathological angiogenesis and increased vascular permeability in eye conditions such as diabetic retinopathy (DR), age-related macular degeneration (AMD), and retinal vein occlusion (RVO). These disorders have become important global sources of morbidity and have a substantial financial impact not only on the medical community but also on the patients. Therefore, this study aims to determine the success rates of intravitreal bevacizumab therapy and the visual outcomes which may be increased by determining the factors affecting patient compliance and raising awareness about DR, neovascular AMD, and RVO among patients and studying the factors responsible for non-compliance to treatment. Methodology This experimental pre-post study was conducted in the ophthalmology department at a tertiary care hospital and research center in western Maharashtra from September 2022 to June 2024. A total of 150 eyes of 150 patients who were diagnosed cases of DR, neovascular AMD, and non-ischemic RVO were included in the study. Written informed consent was obtained from each patient. Data were entered in Microsoft Excel (Microsoft Corp., Redmond, WA, USA) and statistical analysis was done using SPSS 27.0 software (IBM Corp., Armonk, NY, USA). The chi-square test was employed to check the association between categorical variables. Pearson's correlation test was used, and p-values <0.05 were considered significant. Results The compliance rate in our study was 79.3% (113 individuals). In our study, 58% (87 individuals) were male while 42% (63 individuals) were females. Most patients were from urban areas 74.7% (112 individuals). Among the study participants, DR patients constituted 48.6% (73 individuals), while neovascular AMD and RVO were seen in 32% (48 individuals) and 19.4% (29 individuals), with 62% (93 individuals) being diabetic and 64.7% (97 individuals) being hypertensive. In our study, 92% (138 individuals) were willing to take treatment, with 88.7% (133 individuals) worried about their visual outcomes and 66% (99 individuals) afraid of getting injected. Appointments posed a financial burden to 30.7% (46 individuals) of patients, with 55.3% (83 individuals) having transportation issues. Overall, 18.7% (28 individuals) of patients had missed appointments between 14 and 90 days while 30.7% (46 individuals) had missed their appointments by 90 and 365 days. Younger patients with a shorter duration of diabetes had higher compliance rates. Post-injection, there was an overall significant improvement in vision as well as a reduction in the central subfield macular thickness, volume cube, and thickness average cube. Conclusions In the present study, four-fifths of the patients were compliant with treatment, and visual improvement was significant. In addition, there was a significant reduction in the macular thickness after the treatment. One of the factors for non-compliance included in our study was the need for follow-up. Younger patients and those with a shorter duration of diabetes had significantly higher compliance. We recommend further studies should be conducted to compare the effectiveness with the control group in randomized control trials.","","",ELEA,Argentina,BEVAX,2024-09-02
mdl-39237835,https://pesquisa.bvsalud.org/portal/resource/es/mdl-39237835,Predictors of Disease Activity After Anti-VEGF Treatment for Neovascular Age-Related Macular Degeneration Using Real-World Data from the PROOF Study.,"INTRODUCTION: The aim of this study was to investigate the predictive factors for persistent disease activity following anti-vascular endothelial growth factors (anti-VEGF) and their long-term effects in patients to be treated for neovascular age-related macular degeneration (nAMD) under real-world conditions. METHODS: Retrospective data analysis of the PROOF study, a multi-center real-world retrospective chart review conducted across Korea in patients with nAMD included treatment-naive patients with nAMD who received first anti-VEGF (ranibizumab, bevacizumab, or aflibercept) between January 2017 and March 2019 was performed. All 600 patients (cohort 1) had a minimum follow-up of 12 months of which 453 patients (cohort 2) were followed-up for 24 months from baseline. RESULTS: At month 12 after anti-VEGF therapy, 58.10% (95% confidence interval [CI]: 54.09, 62.12) of patients and at month 24, 66.02% of patients continued to have persistent retinal fluid. At both months 12 and 24, predictive factors for persistent disease activity were fibrovascular pigment epithelial detachments (PED) (P = 0.0494) and retinal fluid at month 3 after loading phase (P = 0.0082). The mean changes in visual acuity were + 6.2, + 10.1, and + 13.3 letters and in the central subfield thickness were - 79.1 µm, - 96.3 µm, and - 134.4 µm at 12 months from baseline, in the bevacizumab, aflibercept, and ranibizumab groups, respectively. CONCLUSIONS: The presence of retinal fluid after loading phase and fibrovascular PED were predictors of persistent disease activity after at least 1 year of anti-VEGF treatment.","","",ELEA,Argentina,BEVAX,2024-09-02
mdl-39233226,https://pesquisa.bvsalud.org/portal/resource/es/mdl-39233226,Impact of a Recall of Intravitreal Bevacizumab: A HALO Registry Review.,"","","",ELEA,Argentina,BEVAX,2024-09-02
mdl-39228184,https://pesquisa.bvsalud.org/portal/resource/es/mdl-39228184,Bevacizumab Alone Versus Bevacizumab Plus Irinotecan in Patients With Recurrent Glioblastoma: A Nationwide Population-Based Study.,"BACKGROUND: For treating recurrent glioblastoma, for which there is no established treatment, the antiangiogenic antibody, bevacizumab, is used alone or with irinotecan. This study was aimed at comparing the survival of patients with recurrent glioblastoma receiving bevacizumab monotherapy and those receiving bevacizumab plus irinotecan combination therapy (B+I) by using a nationwide population-based dataset. METHODS: Patients matching the International Classification of Diseases code C71.x were screened from the Health Insurance Review and Assessment Service database. From January 2008 to November 2021, patients who underwent surgery or biopsy and subsequent standard concurrent chemoradiation with temozolomide were included. Among them, those who received bevacizumab monotherapy or B+I were selected. Demographic characteristics, inpatient stay, prescription frequency, survival outcomes, and steroid prescription duration were compared between these two groups. RESULTS: Eight hundred and forty-six patients who underwent surgery or biopsy and received concurrent chemoradiotherapy with temozolomide were included. Of these, 450 and 396 received bevacizumab monotherapy and B+I, respectively. The corresponding median overall survival from the initial surgery was 22.60 months (95% confidence interval [CI], 20.50-24.21) and 20.44 months (95% CI, 18.55-22.60; P = 0.508, log-rank test). The B+I group had significantly more bevacizumab prescriptions (median 5 times; BEV group: median 3 times). Cox analysis, based on the postsurgery period, revealed that male sex (hazard ratio [HR], 1.28; P = 0.002), older age (HR, 1.01; P = 0.042), and undergoing biopsy instead of surgery (HR, 1.79; P < 0.0001) were significantly associated with decreased survival. Fewer radiotherapy cycles correlated with improved survival outcomes (HR, 0.63; P = 0.001). Cox analysis, conducted from the start of chemotherapy including bevacizumab, showed that male sex was the only variable significantly associated with decreased survival (HR, 1.18; P = 0.044). CONCLUSION: We found no significant difference in overall survival between the bevacizumab monotherapy and B+I groups. Considering the additional potential toxicity associated with irinotecan, bevacizumab monotherapy could be a suitable treatment option for treating recurrent glioblastoma.","","",ELEA,Argentina,BEVAX,2024-09-02
mdl-39279952,https://pesquisa.bvsalud.org/portal/resource/es/mdl-39279952,Spontaneous regression of advanced hepatocellular carcinoma following COVID-19 infection and vaccination: a case report and review of literature.,"Background: Spontaneous regression (SR) of cancer remains a rare phenomenon, particularly in hepatocellular carcinoma (HCC), where limited literature exists. This case report emphasizes the significance of SR in advanced HCC, shedding light on the proposed mechanisms and addressing the scarcity of documented cases in current medical literature. Case Description: We present the case of a 67-year-old female with a history of localized HCC who underwent right hepatectomy. Surveillance imaging 4 months later revealed tumor recurrence with tumor thrombus in the main portal vein. Radioembolization was deemed unsuitable, leading to the recommendation of systemic therapy with atezolizumab and bevacizumab. Prior to receiving any treatment, the patient tested positive for coronavirus disease 2019 (COVID-19), having previously received both the messenger RNA (mRNA)-1273 vaccine series and a booster. Surprisingly, subsequent imaging 10 months after initial diagnosis showed SR of the previously identified lesions, suggesting a potential link between viral exposure, vaccination, and the observed regression. The patient eventually received treatment with atezolizumab and bevacizumab and has sustained disease control to date, 12 months after initiating treatment. Conclusions: This unique case highlights SR of advanced HCC following COVID-19 infection, raising intriguing questions about the interplay between viral infections, vaccinations, and cancer outcomes. The patient's response in the absence of systemic therapy further underscores the complexity of HCC management and prompts further investigation into the potential immunomodulatory effects of viral infections and vaccinations on cancer regression. Understanding these interactions could have implications for tailoring treatment approaches and improving outcomes in patients with advanced HCC.","","",ELEA,Argentina,BEVAX,2024-09-02
mdl-39250830,https://pesquisa.bvsalud.org/portal/resource/es/mdl-39250830,KEAP1-mutant atypical meningioma: illustrative case.,"BACKGROUND: While genetic testing of tumors is commonly used to inform the selection of systemic therapies, there is limited evidence for the application of radiotherapy for brain cancer. Recent studies have shown that Kelch-like ECH-associated protein 1 (KEAP1), a key regulator of cellular responses to oxidative and electrophilic stress, is associated with radioresistance in multiple cancer types. Several studies have reported the clinical significance of KEAP1 mutation in brain metastasis; however, the effect of KEAP1 mutations on radioresponse in meningioma has never been reported. OBSERVATIONS: The authors present the case of a 40-year-old female with a KEAP1 mutation-positive atypical meningioma that was initially treated with resection followed by intensity-modulated radiation therapy (IMRT). Recurrence was observed at 15 months, requiring reoperation and adjuvant stereotactic radiosurgery (SRS). An excellent treatment response was observed at 7 months post-SRS with an improvement in reported symptoms, although bevacizumab was required for the resolution of radiation necrosis observed 2 months post-SRS. LESSONS: To the authors' knowledge, this is the first report of KEAP1-mutant meningioma, including its clinical course after comprehensive management. Notably, treatment included multimodal radiotherapy with IMRT followed by SRS. SRS led to an excellent treatment response at the 7-month follow-up. However, radiation necrosis developed after both radiotherapy treatments, suggesting that radiological modification can be beneficial in patients with KEAP1 mutations. https://thejns.org/doi/10.3171/CASE24387.","","",ELEA,Argentina,BEVAX,2024-09-02
mdl-39246871,https://pesquisa.bvsalud.org/portal/resource/es/mdl-39246871,Five-Year Follow-Up of Choroidal Metastasis From Lung Adenocarcinoma Harboring Epidermal Growth Factor Receptor (EGFR) Mutation: A Case Report and Literature Review.,"This is a long-term follow-up case report of a 71-year-old man with lung adenocarcinoma and choroidal metastasis harboring an epidermal growth factor receptor mutation. Blurry vision, caused by the choroidal metastasis, improved with first-line treatment with afatinib. Thereafter, osimertinib was administered as a second-line treatment, then chemotherapy containing pemetrexed plus bevacizumab as a third-line treatment. For 61 months, recurrence of choroidal metastasis was absent. Only a few reports of lung cancer with choroidal metastasis provide long-term follow-up of more than five years. Therefore, the clinical course of this patient may provide some insights for long-term management in such cases.","","",ELEA,Argentina,BEVAX,2024-09-02
mdl-39109395,https://pesquisa.bvsalud.org/portal/resource/es/mdl-39109395,Biomarker-stratified first-line treatment of right-sided metastatic colon cancer with interdisciplinary collaboration in the IVOPAK II trial.,"Patients with right-sided metastatic colon carcinoma have a significantly worse prognosis than those with left-sided colorectal cancer (CRC), regardless of treatment. The aim of the prospective IVOPAK II study was to implement an interdisciplinary guideline-conform personalized CRC palliative therapy of metastatic colorectal carcinoma and to improve the overall survival (OS) by multidisciplinary approach via secondary metastatic resection. We present the efficacy data of first-line treatment and the benefit of interdisciplinary collaboration of right-sided metastatic colon carcinoma patients: n â=â25. RAS mutation: n â=â20 (80%): received systemic first-line treatment: FOLFIRI plus bevacizumab. All-RAS-wildtype: n â=â5 (20%): received systemic first-line treatment: FOLFIRI plus cetuximab. Last date evaluation: 31 January 2024. Median age: 59.6âyears (range 42-71), men/women: 14/11. Eastern Cooperative Oncology Group (ECOG) index: 0/1/2â:â11/10/4. Evaluable for response: n â=â25. Complete response: n â=â0, partial response: n â=â14 (56%), stable disease: n â=â8 (32%), progressive disease: n â=â3 (12%), early tumor shrinkage: n â=â13 (52%), estimates progression-free survival: 13âmonths (95% CI 8-17âmonths), estimated OS: 48âmonths (95% CI 25-71âmonths), median follow-up: 26âmonths (1-61âmonths), no evidence of disease: n â=â4 (16%). A chemotherapy doublette regimen with FOLFIRI plus a biological as first-line treatment shows promising efficacy and secondary metastatic resection after interdisciplinary discussion was associated with a survival benefit in right-sided metastatic colon carcinoma.","","",ELEA,Argentina,BEVAX,2024-09-02
